#hiragana、English、kanji、kanji (furigana / latex)、lesson # first appeared in、part of speech
#いく、to go、行く、\ruby{行}{い}く、
#くる、to come、来る、、
#(お)ひる、lunch、、

よむ、to read、読む、\ruby{読}{よ}む、、verb-
うち、house / home / family、、\ruby{}{}、lesson5、noun
そぼ、one's own grandmother、、\ruby{}{}、lesson5、noun
おばあさん、grandmother、、\ruby{}{}、lesson5、noun
そふ、one's own grandfather、、\ruby{}{}、lesson5、noun
おじいさん、grandfather、、\ruby{}{}、lesson5、noun
きょうだい、siblings、兄弟、\ruby{兄}{きょう}\ruby{弟}{だい}、lesson5、noun/kanji-compound
あね、one's own older sister、、\ruby{}{}、lesson5、noun
おねえさん、older sister、、\ruby{}{}、lesson5、noun
いもうと、one's own younger sister、、\ruby{}{}、lesson5、noun
いもうとさん、younger sister、、\ruby{}{}、lesson5、noun
おとうと、one's own younger brother、、\ruby{}{}、lesson5、noun
おとうとさん、younger brother、、\ruby{}{}、lesson5、noun
ひとりっこ、only child、、\ruby{}{}、lesson5、noun
ちち、one's own father、、\ruby{}{}、lesson5、noun
おとうさん、father、、\ruby{}{}、lesson5、noun
ひと、person、、\ruby{}{}、lesson5、noun
あに、one's own older brother、、\ruby{}{}、lesson5、noun
おにいさん、older brother、、\ruby{}{}、lesson5、noun
#バスケット、basketball、、\ruby{}{}、lesson5、noun
#イケメン、handsome (slang)、、\ruby{}{}、lesson5、noun
いぬ、dog、、\ruby{}{}、lesson5、noun
ねこ、cat、、\ruby{}{}、lesson5、noun
とり、bird、、\ruby{}{}、lesson5、noun
さかな、fish、魚、\ruby{魚}{さかな}、lesson5/lesson7、noun
チワワ、chihuahua、、\ruby{}{}、lesson5、noun
どうぶつ、animal、、\ruby{}{}、lesson5、noun
とし、old、、\ruby{}{}、lesson5、noun
どくしん、single / not married、、\ruby{}{}、lesson5、noun
かいしゃ、company、、\ruby{}{}、lesson5、noun
りょう、portion / amount、量、\ruby{量}{りょう}、lesson5/lesson7、noun
#プログラミング、programming、、\ruby{}{}、lesson5、noun
うえの、older of two、、\ruby{}{}、lesson5、noun
したの、younger of two、、\ruby{}{}、lesson5、noun
しょうがくせい、elementary school student、、\ruby{}{}、lesson5、noun
しょうがっこう、elementary school、、\ruby{}{}、lesson5、noun
ちゅうがく、middle school、、\ruby{}{}、lesson5、noun
ちゅうがくせい、middle school student、、\ruby{}{}、lesson5、noun
かいしゃいん、company employee、、\ruby{}{}、lesson5、noun
ふどうさん、real estate、、\ruby{}{}、lesson5、noun
＿かんけい、＿ related business、、\ruby{}{}、lesson5、noun
こうむいん、government employee、、\ruby{}{}、lesson5、noun
ハワイしゅう、state of Hawaii、、\ruby{}{}、lesson5、noun
むすこ、one's own son、、\ruby{}{}、lesson5、noun
むすこさん、son、、\ruby{}{}、lesson5、noun
けっこんしき、wedding ceremony、、\ruby{}{}、lesson5、noun
こうこう、high school、、\ruby{}{}、lesson5、noun
こうこうせい、high school student、、\ruby{}{}、lesson5、noun
しんせき、relatives、、\ruby{}{}、lesson5、noun
こども、child / children、、\ruby{}{}、lesson5、noun
＿ねんぐらいまえ、about ＿ years ago、、\ruby{}{}、lesson5、noun
かばん、bag / backpack / briefcase、、\ruby{}{}、lesson5、noun
#バッグ、bag / backpack / briefcase、、\ruby{}{}、lesson5、noun
#Tシャツ、T-shirt、、\ruby{}{}、lesson5、noun
とけい、watch / clock、、\ruby{}{}、lesson5、noun
けいたい(でんわ)、cell phone、、\ruby{}{}、lesson5、noun
くつ、shoes、、\ruby{}{}、lesson5、noun
りょうしん、one's own parents、、\ruby{}{}、lesson5、noun
ごりょうしん、parents、、\ruby{}{}、lesson5、noun
おとこのこ、boy、、\ruby{}{}、lesson5、noun
おんなのこ、girl、、\ruby{}{}、lesson5、noun

さびしい、lonely、、\ruby{}{}、lesson5、i-adjective
おおい、a lot / many、、\ruby{}{}、lesson5、i-adjective
わかい、young、、\ruby{}{}、lesson5、i-adjective
やさしい、nice、、\ruby{}{}、lesson5、i-adjective
うるさい、annoying / noisy、、\ruby{}{}、lesson5、i-adjective
きびしい、strict、、\ruby{}{}、lesson5、i-adjective
かっこいい、cool-looking、、\ruby{}{}、lesson5、i-adjective
せがたかい、tall、、\ruby{}{}、lesson5、i-adjective
せがひくい、short、、\ruby{}{}、lesson5、i-adjective
かみがながい、long hair、、\ruby{}{}、lesson5、i-adjective
かみがみじかい、short hair、、\ruby{}{}、lesson5、i-adjective
かわいい、cute、、\ruby{}{}、lesson5、i-adjective
ふるい、old、、\ruby{}{}、lesson5、i-adjective

にぎやか(な)、lively / busy、、\ruby{}{}、lesson5、na-adjective
イケメン(な)、handsome (slang)、、\ruby{}{}、lesson5、na-adjective
ハンサム(な)、handsome、、\ruby{}{}、lesson5、na-adjective

もっと(たかい)、more expensive、、\ruby{}{}、lesson5、adverb
ぜんぜん〜ない、not at all、、\ruby{}{}、lesson5/lesson7、adverb
まだ、still、、\ruby{}{}、lesson5、adverb

まつ、to wait、待つ、\ruby{待}{ま}つ、lesson5、verb-
すむ、to live、、\ruby{}{}、lesson5、verb-
いる、to have (siblings)、、\ruby{}{}、lesson5、verb-
にる、to resemble、、\ruby{}{}、lesson5、verb-
やる、to do / play a sport、、\ruby{}{}、lesson5、verb-
かう、to have (a pet)、、\ruby{}{}、lesson5、verb-
けっこんする、to get married、、\ruby{}{}、lesson5、verb-
りゅうがくする、to study abroat、、\ruby{}{}、lesson5、verb-
#ホームステイする、to homestay、、\ruby{}{}、lesson5、verb-
ならう、to learn / take lessons、、\ruby{}{}、lesson5、verb-
はたらく、to work、、\ruby{}{}、lesson5、verb-
そつぎょう、graduation、卒業、\ruby{卒}{そつ}\ruby{業}{ぎょう}、lesson5/lesson8、kanji-compound
おぼえる、to remember、、\ruby{}{}、lesson5、verb-
もらう、to receive、、\ruby{}{}、lesson5、verb-
くれる、to get (self)、、\ruby{}{}、lesson5、verb-
あげる、to give、、\ruby{}{}、lesson5、verb-

ぞれに、moreover、、\ruby{}{}、lesson5、conjunctions
だから、that's why、、\ruby{}{}、lesson5、conjunctions

なんさい、how old、、\ruby{}{}、lesson5、question
いくつ、how old、、\ruby{}{}、lesson5、question
どれ、which one、、\ruby{}{}、lesson5、question

わかくみえる、to look young、、\ruby{}{}、lesson5、expression
ひとりぐらしする、to live alone、、\ruby{}{}、lesson5、expression
たしか、if I remember correctly、、\ruby{}{}、lesson5、expression

なくなる、to die / to be deceased、、\ruby{}{}、lesson5、additional
りこんする、to get divorced、、\ruby{}{}、lesson5、additional
さいこんする、to re-marry、、\ruby{}{}、lesson5、additional
ぎりの、in-law、、\ruby{}{}、lesson5、additional
そふぼ、grandparents、、\ruby{}{}、lesson5、additional

よてい、previous plans / prior arrangement、、\ruby{}{}、lesson6、noun
ばん、night、、\ruby{}{}、lesson6、noun
よる、night、、\ruby{}{}、lesson6、noun
こんど、next time、、\ruby{}{}、lesson6、noun
#ハワイかい、Hawaii Kai、、\ruby{}{}、lesson6、noun
くるま、car / automobile、、\ruby{}{}、lesson6、noun
じゅうしょ、address of residence、、\ruby{}{}、lesson6、noun
でんわばんごう、telephone number、、\ruby{}{}、lesson6、noun
ごぜん、A.M.、、\ruby{}{}、lesson6、noun
ごご、P.M. / afternoon、午後、\ruby{午}{ご}\ruby{後}{ご}、lesson6/lesson8.1、noun
#ポットラック、potluck、、\ruby{}{}、lesson6、noun
もちより、potluck、、\ruby{}{}、lesson6、noun
#サラダ、salad、、\ruby{}{}、lesson6、noun
#ケーキ、cake、、\ruby{}{}、lesson6、noun
ほかのひと、other people / someone else、、\ruby{}{}、lesson6、noun
#ソーダ、soda、、\ruby{}{}、lesson6、noun
#ジュース、juice、、\ruby{}{}、lesson6、noun
みず、water、、\ruby{}{}、lesson6、noun
#デザート、dessert、、\ruby{}{}、lesson6、noun
#プレゼント、present、、\ruby{}{}、lesson6、noun
#ギフトカード、gift card、、\ruby{}{}、lesson6、noun
#クリスマス、xmas、、\ruby{}{}、lesson6、noun
まんが、manga、、\ruby{}{}、lesson6、noun
#キャラクターグッズ、character goods、、\ruby{}{}、lesson6、noun
みんあ、everyone、、\ruby{}{}、lesson6、noun
おかね、money、お金、お\ruby{金}{かね}、lesson6/lesson8.3、noun
ふでげこ、pen case、、\ruby{}{}、lesson6、noun
#ペンケース、pen case、、\ruby{}{}、lesson6、noun

うれしい、happy / glad、、\ruby{}{}、lesson6、i-adjective

ひまな、free time、、\ruby{}{}、lesson6、na-adjective

もしろん、of course、、\ruby{}{}、lesson6、adverb
また、again、、\ruby{}{}、lesson6、adverb
ぜひ、by all means、、\ruby{}{}、lesson6、adverb

でかける、to go out、出かける、\ruby{出}{で}かける、lesson6/lesson8、kanji-compound
かいものにでかける、to go shopping、、\ruby{}{}、lesson6、expression
さそう、to invite、、\ruby{}{}、lesson6、verb
れんらくする、to contact someone、、\ruby{}{}、lesson6、verb
はじ、to start、、\ruby{}{}、lesson6、verb
おわる、to finish、、\ruby{}{}、lesson6、verb
#メールする、to e-mail、、\ruby{}{}、lesson6、verb
でんわする、to call、、\ruby{}{}、lesson6、verb
おしえる、to teach / inform / tell、、\ruby{}{}、lesson6、verb
あるく、to walk、、\ruby{}{}、lesson6、verb
あるいて、on foot、、\ruby{}{}、lesson6、expression
かかる、to [ take / require ] [ time / money ]、、\ruby{}{}、lesson6/lesson8.4、verb-I
もっていく、to bring something somewhere、、\ruby{}{}、lesson6、verb
もってくる、to bring something here、、\ruby{}{}、lesson6、verb
つれていく、to bring someone somewhere、、\ruby{}{}、lesson6、verb
つれてくる、to bring someone here、、\ruby{}{}、lesson6、verb
つくる、to make / prepare、、\ruby{}{}、lesson6、verb
たのむ、to order something / to request、、\ruby{}{}、lesson6、verb
てつだう、to help、、\ruby{}{}、lesson6、verb
はらう、to pay、、\ruby{}{}、lesson6、verb
のめる、to be able to drink、、\ruby{}{}、lesson6、verb
あける、to open something、開ける、\ruby{開}{あ}ける、lesson6/lesson8.3、verb-II

いまのところ、so far、、\ruby{}{}、lesson6、expression
それで、that's why / and so、、\ruby{}{}、lesson6、expression
ほかにだれ、who else、、\ruby{}{}、lesson6、expression
あとは、and also、、\ruby{}{}、lesson6、expression
なんにんか、a few other people、、\ruby{}{}、lesson6、expression
ぜんぶで、all together、、\ruby{}{}、lesson6、expression
＿ぐらい、about ＿、、\ruby{}{}、lesson6、expression
あとで、later on、後で、\ruby{後}{あと}で、lesson6/lesson8.1、expression

チフビばんぐみ、TV program、テレビ番組、テレビ\ruby{番}{ばん}\ruby{組}{ぐみ}、lesson7、noun
ぶたい、stage / theatrical play、舞台、\ruby{舞}{ぶ}\ruby{台}{たい}、lesson7、noun
よこくへん、movie trailer、予告編、\ruby{予}{よ}\ruby{告}{こく}\ruby{編}{へん}、lesson7、noun
かんとく、director、監督、\ruby{監}{かん}\ruby{督}{とく}、lesson7、noun
くろさわかんとく、director Kurosawa、黒澤監督、\ruby{黒}{くろ}\ruby{澤}{さわ}\ruby{監}{かん}\ruby{督}{とく}、lesson7、title
#コメディー、comedy、、\ruby{}{}、lesson7、noun
#ストーリー、story / plot、、\ruby{}{}、lesson7、noun
えんぎがうまい、acting is good、演技がうまい、\ruby{演}{えん}\ruby{技}{ぎ}がうまい、lesson7、noun
えんぎがへた、acting is bad、演技が下手、\ruby{演}{えん}\ruby{技}{ぎ}が\ruby{下}{へ}\ruby{手}{た}、lesson7、noun
テンポ、tempo / pace、、\ruby{}{}、lesson7、noun
#アクション、action (movie)、、\ruby{}{}、lesson7、noun
はじめ、beginning / start、、\ruby{}{}、lesson7、noun
さいご、end / conclusion / last、最後、\ruby{最}{さい}\ruby{後}{ご}、lesson7、noun
#ドラマ、drama、、\ruby{}{}、lesson7、noun
はいゆう、actor / actress、俳優、\ruby{俳}{はい}\ruby{優}{ゆう}、lesson7、noun
じょゆう、actress、女優、\ruby{女}{じょ}\ruby{優}{ゆう}、lesson7、noun
せいゆう、voice actor、声優、\ruby{声}{せい}\ruby{優}{ゆう}、lesson7、noun
スタジオジブリ、studio Ghibli、、\ruby{}{}、lesson7、title
だいファン、big fan、大ファン、\ruby{大}{だい}ファン、lesson7、noun
え、picture / drawing、絵、\ruby{絵}{え}、lesson7、noun
テーマ、theme、、\ruby{}{}、lesson7、noun
なんども、many times、何度も、\ruby{何}{なん}\ruby{度}{ど}も、lesson7、noun
せんとちひろのかみかくし、Spirited Away、千と千尋の神隠し、\ruby{千}{せん}と\ruby{千}{ち}\ruby{尋}{ひろ}の\ruby{神}{かみ}\ruby{隠}{かく}し、lesson7、title
もののけひめ、Princess Mononoke、もののけ姫、もののけ\ruby{姫}{ひめ}、lesson7、title
#りょうり、food / cuisine / prepared dish、料理、\ruby{料}{りょう}\ruby{理}{り}、lesson7/duplicate、noun
ちゅうか、Chinese food、中華、\ruby{中}{ちゅう}\ruby{華}{か}、lesson7、noun
#スタバ、Starbucks、、\ruby{}{}、lesson7、noun
#エスニック、ethnic food / cuisine、、\ruby{}{}、lesson7、noun
#りょう、portion / amount、、\ruby{}{}、lesson7/duplicate、noun
ふんいき、atmosphere、雰囲気、\ruby{雰}{ふん}\ruby{囲}{い}\ruby{気}{き}、lesson7、noun
メニュー、menu、、\ruby{}{}、lesson7、noun
サービス、service、、\ruby{}{}、lesson7、noun
#ジンジャーチキン、ginger chicken、、\ruby{}{}、lesson7、noun
ぎょうざ、potstickers / gyoza、餃子、\ruby{餃}{ぎょう}\ruby{子}{ざ}、lesson7、noun
バリバリ、crispy、、\ruby{}{}、lesson7、noun
#オーナー、owner、、\ruby{}{}、lesson7、noun
てづくり、homemade、手作り、\ruby{手}{て}\ruby{作}{づく}り、lesson7、noun
おすすめ、recommendation、、\ruby{}{}、lesson7、noun
わしょく、Japanese food / cuisine、和食、\ruby{和}{わ}\hspace{0.5em}\ruby{食}{しょく}、lesson7、noun
#イタリアン、Italian、、\ruby{}{}、lesson7、noun
イタリアりょうり、Italian food / cuisine、イタリア料理、イタリア\ruby{料}{りょう}\ruby{理}{り}、lesson7、noun
#さかな、fish、魚、\ruby{魚}{さかな}、lesson7/duplicate、noun
にく、meat、肉、\ruby{肉}{にく}、lesson7、noun
#ぎゅうにく、beef、、\ruby{}{}、lesson7、noun
やさい、vegetables、野菜、\ruby{野}{や}\ruby{菜}{さい}、lesson7、noun
#チキンアドボ、chicken adobo、、\ruby{}{}、lesson7、noun
フィリピンりょうり、Filipino food / cuisine、フィリピン料理、フィリピン\ruby{料}{りょう}\ruby{理}{り}、lesson7、noun

#つまらない、boring / dull、、\ruby{}{}、lesson7/duplicate、i-adjective

イマイチ(な)、lacking / could be better、、\ruby{}{}、lesson7、na-adjective
まじめ(な)、serious / diligent / hard-working、、\ruby{}{}、lesson7、na-adjective
ゆうめい(な)、famous、有名、\ruby{有}{ゆう}\ruby{名}{めい}、lesson7、na-adjective
おしゃれ(な)、trendy / fashionable / stylish、、\ruby{}{}、lesson7、na-adjective
いろいろ(な)、various others、、\ruby{}{}、lesson7、na-adjective
しんせん(な)、fresh (food)、新鮮、\ruby{新}{しん}\ruby{鮮}{せん}、lesson7、na-adjective

とても、very、、\ruby{}{}、lesson7、adverb
とっても、very (colloquial)、、\ruby{}{}、lesson7、adverb
すごく、very (casual)、、\ruby{}{}、lesson7、adverb
すっごく、very (colloquial)、、\ruby{}{}、lesson7、adverb
ちょう、super / extremely (slang)、超、\ruby{超}{ちょう}、lesson7、adverb
けっこう、quite、、\ruby{}{}、lesson7、adverb
まあまあ、so-so、、\ruby{}{}、lesson7、adverb
あ(ん)まり〜ない、not very、、\ruby{}{}、lesson7、adverb
そんなに〜ない、not that ＿、、\ruby{}{}、lesson7、adverb
#ぜんぜん〜ない、not at all、、\ruby{}{}、lesson7/duplicate、adverb
はじめて、for the first time、、\ruby{}{}、lesson7、adverb
よく、often、、\ruby{}{}、lesson7、adverb
いつも、always、、\ruby{}{}、lesson7、adverb
たいてい、usually、、\ruby{}{}、lesson7、adverb
たまに、occasionally、、\ruby{}{}、lesson7、adverb
ときどき、sometimes、、\ruby{}{}、lesson7、adverb
めったに〜ない、rarely、、\ruby{}{}、lesson7、adverb

ドキドキする、to make one's heart pound、、\ruby{}{}、lesson7、verb-III
なける、to make one cry、泣ける、\ruby{泣}{な}ける、lesson7、verb-II
わらえる、to make one laugh、笑える、\ruby{笑}{わら}える、lesson7、verb-II
かんどうする、to be touching、感動する、\ruby{感}{かん}\ruby{動}{どう}する、lesson7、verb-III
でる、to appear in (movie / TV)、出る、\ruby{出}{で}る、lesson7、verb-II
やめる、to quit / give up on an idea、、\ruby{}{}、lesson7、verb-II
がっかりする、to be disappointed、、\ruby{}{}、lesson7、verb-III

りょうがおおい、portions are big、量が多い、\ruby{量}{りゅう}が\ruby{多}{おお}い、lesson7.5、expression
りょうがすくない、portions are small、量が少ない、\ruby{量}{りゅう}が\ruby{少}{すく}ない、lesson7.5、expression
ふんいきがいい、has good atmosphere、雰囲気がいい、\ruby{雰}{ふん}\ruby{囲}{い}\ruby{気}{き}がいい、lesson7.5、expression
メニューがおおい、has a large menu、メニューが多い、メニューが\ruby{多}{おお}い、lesson7.5、expression
サービスがいい、has good service、、\ruby{}{}、lesson7.5、expression

けさ、this morning、今朝、\ruby{今}{け}\ruby{朝}{さ}、lesson8.1、noun
しつもん、question、質問、\ruby{質}{しつ}\ruby{問}{もん}、lesson8.1、noun/kanji-compound
#オフイス、office、、、lesson8、noun
せいせき、grades、成績、\ruby{成}{せい}\ruby{績}{せき}、lesson8.1、noun
ねつ、fever、熱、\ruby{熱}{ねつ}、lesson8.1、noun
かぜ、a cold、風邪、\ruby{風}{か}\ruby{邪}{ぜ}、lesson8.1、noun
びょうき、illness / sickness、病気、\ruby{病}{びょう}\ruby{気}{き}、lesson8.1、noun/kanji-compound
びょういん、clinic / hospital、病院、\ruby{病}{びょう}\ruby{院}{いん}、lesson8.1、noun/kanji-compound
いしゃ、doctor、医者、\ruby{医}{い}\ruby{者}{しゃ}、lesson8.1、noun
さらいしゅう、the week after next、、\ruby{再}{さ}\ruby{来}{らい}\ruby{週}{しゅう}、lesson8.1、noun
つぎ、next、次、\ruby{次}{つぎ}、lesson8.1、noun
#ごご、afternoon、午後、\ruby{午}{ご}\ruby{後}{ご}、lesson8.1/duplicate、noun
